id,scientific_field,science_field_label,degree,birth_country,study_country,study_country2,study_country3,work_country,work_country2,work_country3,current_country,student,doctoral_student,postdoc,professor,scientific_researcher,industrial_researcher,no_research,other_work,age,cultural_religion_problem,cultural_clothing_problem,cultural_namechanging_problem,cultural_infrastructure_problem,cultural_others_problem,personal_hormones_problem,personal_lifeplan_problem,personal_responsibilities_problem,personal_pregnancy_problem,personal_others_problem,work_equality_problem,work_unsupported_problem,work_collaborations_problem,work_infrastructure_problem,work_others_problem,technical_ideasharing_problem,technical_appreciation_problem,technical_publications_problem,technical_researcher_problem,technical_others_problem,cultural_any_problem,personal_any_problem,work_any_problem,technical_any_problem,birth_country_germany,birth_country_differs_from_work_or_study,age_regroup,cultural_religion_solved,cultural_clothing_solved,cultural_namechanging_solved,cultural_infrastructure_solved,cultural_others_solved,personal_hormones_solved,personal_lifeplan_solved,personal_responsibilities_solved,personal_pregnancy_solved,personal_others_solved,work_equality_solved,work_unsupported_solved,work_collaborations_solved,work_infrastructure_solved,work_others_solved,technical_ideasharing_solved,technical_appreciation_solved,technical_publications_solved,technical_researcher_solved,technical_others_solved,cultural_religion_description,cultural_religion_description_label,cultural_religion_solution_description,cultural_religion_solution_description_label,cultural_clothing_description,cultural_clothing_description_label,cultural_clothing_solution_description,cultural_clothing_solution_label,cultural_namechanging_description,cultural_namechanging_description_label,cultural_namechanging_solution_description,cultural_namechanging_solution_description_label,cultural_infrastructure_description,cultural_infrastructure_description_label,cultural_infrastructure_solution_description,cultural_infrastructure_solution_description_label,cultural_others_description,cultural_others_description_label,cultural_others_solution_description,cultural_others_solution_description_label,work_equality,label,work_equality_solution,label_1,work_unsupported,label_2,work_unsupported_solution,label_3,work_collaborations,label_4,work_collaborations_solution,label_5,work_infrastructure,label_6,work_infrastructure_solution,label_7,work_others,label_8,work_others_solution,label_9,technical_ideasharing,label_technical,technical_ideasharing_solution,label_1_technical,technical_appreciation,label_2_technical,technical_appreciation_solution,label_3_technical,technical_publications,label_4_technical,technical_publications_solution,label_5_technical,technical_researcher,label_6_technical,technical_researcher_solution,label_7_technical,technical_others,label_8_technical,technical_others_solution,label_9_technical
45,Immunology,,Others,Germany,Germany,,,Switzerland,England,,Germany,No,No,No,Yes,No,No,No,,>40,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,>40,,,,No,No,,,,,No,No,No,No,No,,No,No,No,No,,,,,,,,,,,,,,No answer,,,,No answer,,,,No answer,,,,No answer,,,,No answer,,,,No answer,,,,,,,,No answer,,,,No answer,,,,No answer,,,,No answer,,,,,,,
50,Parasitology,,Master,Germany,Germany,,,Germany,,,Germany,No,Yes,No,No,No,No,No,,26-30,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,20-30,,,,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Neurosceince ,,PhD,Syrien ,Germany,Germany,Germany,Germany,Germany,Germany,Germany,No,No,No,No,Yes,No,No,,30-40,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,30-40,No,No,,,,No,,No,,,,,,,,,,,,,No answer,,,,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,social sciences,,Master,Germany,Germany,,,Germany,,,Germany,No,Yes,No,No,No,No,No,,>40,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,>40,,,,,,,No,No,No,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Biology - Biomedical Research,,PhD,Germany,Germany,Netherlands,,Germany,,,Germany,No,No,Yes,No,No,No,No,,30-40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,30-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,health and social science,,Master,Germany,Germany,,,Germany,,,Germany,No,Yes,No,No,Yes,No,No,,30-40,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,30-40,No,Yes/Kind of,No,,,Yes/Kind of,No,No,No,,No,,,Yes/Kind of,,,,No,,Yes/Kind of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Bildungswissenschaften,,Others,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,No,No,No,No,No,No,No,Betriebliche Bildung,>40,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,>40,,,,,No,,Yes/Kind of,No,Yes/Kind of,,,Yes/Kind of,,,,No,No,,No,,,,,,,,,,,,,,,,,,No answer,,,,,,,,Younger emploees were preferred,young_preferred? Not_only_female,I looked for new contexts of exchange relationships on an informal base,Help_by_others,,,,,,,,,,,,,No answer,,,,No answer,,,,,,,,No answer,,,,,,,
62,Chemie,,PhD,Syria,Germany,Syria,,Syria,,,,No,No,No,No,No,No,No,Elternzeit,30-40,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,30-40,No,No,,,No,,,,No,,No,No,,,,No,,,,,no hijab allowd,cultural_clothing/limited_religious_freedom,,,hijab,cultural_clothing,,,,,,,,,,,"i have a child and companies afraid of me if i would have my second one.
no Companies accept me if i am pregnit
i can not work in shift work because of my family
i have no experience in working
the companies want someone speaking German fluently
",inequality_in_hiring/work_conditions/parenting,,,the german are alloways choosen by companies,Ininternationality,,,"Men allways have the priority to travel foe working, seminars or conferences",Politics/ men_promote_men ,,,,,,,,,,,,,,,many conferences where i can share my ideasare not allowd for me ,Restricted_access,,,,,,,,,,,,,,,,,,
68,Mechanics of Materials,,PhD,Germany,Germany,,,Germany,Australia,,Australia,No,No,Yes,No,No,No,No,,26-30,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,20-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Control Engeneering,,Master,,Germany,,,Germany,,,Germany,No,Yes,No,No,No,No,No,,30-40,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,30-40,,,,,,,Yes/Kind of,,No,,Yes/Kind of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I was lucky not to have faced serious discrimination, just a few anekdotes. During my studies a collegue answered to all of my question with ""And you dont know this?"" And then explained things. It took me some semesters to realize that he had not the slightest clue im most of the times and was just talking nonsense. He did not behave the same way to our male collegues. 
Lately (Im at the very end of my phd) I sometimes here the comment (when talking about becoming professors) that I have high chances to become one because Im a woman. Not because im skilled or eager. Just because women are prefered in generell. (Which is depatable in my opinion having under 10% female professors in my field in Germany). I also participate in a networking programm for female scientists and very often my male collegues and my professor feel discriminated because they are not allowed to take part in it (not to say that similar courses are offered by the gradschool for all genders which the very same collegues never participate in).  ",Undermining,"Well, just have the facts at hand and tell them that their opinion is not reflecting the reality and that man still dont suffer generic discrimination in the hard sciences. ",Strengthen_self-esteem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Engineering,,PhD,Germany,Germany,,,Germany,,,Germany,No,No,Yes,No,No,No,No,,30-40,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,30-40,,,,,,,,,,,,,Yes/Kind of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,medicine,,PhD,Germany,Germany,,,Germany,,,Germany,No,No,Yes,No,Yes,No,No,lecturer,30-40,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,30-40,,,Yes/Kind of,,No,,,No,No,,No,No,No,,,,No,Yes/Kind of,No,,,,,,,,,,No answer,,,,,,,,bearing and caring for my children,parenting,,,"Male colleagues were more often praised and encouraged, even when they were not as productive and did not take as much responsility as i did.
It was rather depressing when i was more often at work and actually got more work done as a part time worker, than my male colleague with full time (and full pay!) and still, he got praised, while i was ignored.",Salary_Expectation,,,"Having kids and supporting women was a big thing, until it really happened. Then it was a nuissance at work.",family_planning/ childcare,,,No answer,,,,,,,,,,,,,,,,No answer,,,,No answer,,"I had to wait 4 years to publish my work.  - but i did in the end, because i did not give up.",Sit_out,No answer,,,,,,,
72,Mathematics,,Master,Germany,Germany,Norway,,Germany,,,Germany,No,Yes,No,No,Yes,No,No,,30-40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,30-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Psychology,,PhD,Germany,Germany,,,,,,Germany,No,No,No,No,Yes,No,No,,>40,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,>40,,,,,,No,Yes/Kind of,Yes/Kind of,Yes/Kind of,,No,No,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,No answer,,,,No answer,,,,No answer,,,,No answer,,,,,,,,,,,,No answer,,,,No answer,,,,No answer,,,,,,,
74,sport science ,,PhD,Germany,Germany,,,Germany,,,Germany,No,No,No,No,Yes,No,No,,>40,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,>40,,,,,,,,,,,No,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Simulation science / Engineering,,Master,Germany,Germany,,,Germany,,,Germany,No,Yes,No,No,Yes,No,No,,30-40,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,30-40,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Non-research tasks at work (at the institute) are often applied to women, because it is assumed that women do better in the, e.g., included organizational aspects of non-research work (which is possibly true, but leads to situations, where women very often do big parts of the non-research stuff, while men can focus on their own research).",Undermining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Engineering,,PhD,Germany,Germany,France,,Germany,,,Germany,No,No,Yes,No,Yes,No,No,,30-40,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,30-40,,,,,,,No,,,,No,,,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Psychology/Neuroscience,,Master,Germany,Germany,,,Germany,,,Germany,No,Yes,No,No,No,No,No,,26-30,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,20-30,,,,,,No,No,,No,,,,Yes/Kind of,,,,Yes/Kind of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"With some men, esp. in my own lab, I find it sometimes hard to collaborate since their style of communication appears to be rather egocentric than collaborative. ",Male_communication,"I adapated some sort of communication of being more straight forward, strincter and communicating my needs directly but friendly. ",Strengthen_self-esteem,,,,,,,,,,,,,"Some male researchers I met are just more confident in ""selling"" their work and thus get more appreciation, whereas I recognized in myself (but also some other female researchers) we are more critical about our own work. ",Self_confidence,"I don't get ""bedazzled"" by some bragging anymore and try to be more appreciative of my successes and my hard work . ",Strengthen_self-esteem,,,,,,,,,,,,
80,Mathematics,,PhD,Switzerland,Switzerland,,,Switzerland,Germany,,Switzerland,No,No,No,Yes,No,No,No,,30-40,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,30-40,,,,,,,Yes/Kind of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Mathematik,,PhD,Germany,Germany,,,Germany,,,Germany,No,No,Yes,No,No,No,No,,26-30,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,20-30,,No,No,,,No,No,,,,,,,,,,,,Yes/Kind of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Immunology,,PhD,Germany,Germany,Netherlands,,Germany,United Kingdom,Netherlands,Germany,No,No,No,No,No,No,No,research manager,30-40,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,30-40,,,,,,,No,Yes/Kind of,No,,No,No,,,,,,Yes/Kind of,,,,,,,,,,,,,,,,,,,,,,,No answer,,,,No answer,,,,,,,,,,,,,,,,,,,,,,,,"Yes, many times. I think every researcher does so.",Not_only_female,,,,,,,,,,
86,Mechanics,,PhD,Greece,Germany,Greece,,Germany,Switzerland,,Switzerland,No,No,Yes,No,No,No,No,,30-40,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,30-40,,,,,,,Yes/Kind of,,Yes/Kind of,,,,,,,,Yes/Kind of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Chemistry,,PhD,Germany,Germany,,,France,Great Britain,,Germany,No,No,No,No,Yes,No,No,,>40,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,>40,,,,,,,Yes/Kind of,No,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adoption of results which I was the PI for.,No_reason_mentioned,,,,,,,,,,,,,,,,,,,No answer,,,,,,,,,,,
89,Mathematics,,PhD,Switzerland,Germany,,,Germany,,,Germany,No,No,No,No,No,No,No,junior research group leader,26-30,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,20-30,,,,,,,,,,,,,,,,,,,Yes/Kind of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No concrete situation. Just sometimes had the impression that results or presentations by female researchers were questioned more strongly than that of male researchers.,Expertise_perception,Trying to paint too much attention to it,Sit_out,,,,
92,engineering,,Master,Germany,Germany,,,Germany,,,Germany,No,Yes,No,No,No,No,No,,26-30,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,20-30,,,,,,,No,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,"None,  I did not face any cultural problems",,,,,,,,,,,,,,,,,,,,None,,,,This is dependent to th sturcture of my PhD. A (male) colleaque at my institute has the same problem.,Not_only_female,,,,,,,,,,,,,,,,,,
94,Applied Mathematics,,Master,Germany,Germany,France,,Germany,,,Germany,No,Yes,No,No,No,No,No,,26-30,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,20-30,,,,Yes/Kind of,No,No,No,,No,,,No,,Yes/Kind of,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,mathematics,,PhD,Germany,Germany,,,Germany,,,Germany,No,No,Yes,No,No,No,No,,26-30,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,20-30,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Biotechnology,,Master,Germany,Germany,Israel,New Zealand,Germany,,,Germany,No,Yes,No,No,No,No,No,,30-40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,30-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,astrophysics,,Master,Germany,Germany,,,,,,Germany,No,Yes,No,No,No,No,No,,20-25,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,20-30,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Some men have been sexist or did not see their priviledges ,Male_communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,mechanical engineering,,Diploma,Germany,Germany,,,Germany ,Canada,China ,Germany,No,Yes,No,No,Yes,No,No,,30-40,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,30-40,,,,,,No,No,No,No,,,No,No,,,No,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Mathematics,,PhD,Germany,Germany,,,Germany,USA,Ecuador,Germany,No,No,No,Yes,No,No,No,,>40,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,>40,,,,,,,,Yes/Kind of,,,Yes/Kind of,Yes/Kind of,Yes/Kind of,,,,Yes/Kind of,,Yes/Kind of,,,,,,,,,,,,,,,,,,,,,,different expectation for men and women,Meet_expectations,enough self-convidence/ support from others,Strengthen_self-esteem/help_by_others,see previous answer,Strengthen_self-esteem/help_by_others,,,see previous answer,Strengthen_self-esteem/help_by_others,,,,,,,,,,,,,,,No answer,,,,,,,,No answer,,,,,,,
107,Biomedical Engineering,,Master,Russia,Russia,Germany,,Russia,Germany,,Germany,No,Yes,No,No,Yes,No,No,,20-25,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,20-30,,,,,,,Yes/Kind of,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Biomechatronics,,Master,Germany,Germany,Peru,,Germany,Great Britain,,Germany,No,Yes,No,No,Yes,No,No,,30-40,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,30-40,,,,No,,,,Yes/Kind of,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
